1782 6 53 18 1760
127 4 118 10 61
105 4 59 17 85
87 5 58 18 67
88 5 47 18 67
102 5 93 14 65
83 4 47 11 70
88 5 45 18 67
88 5 49 18 67
87 5 43 18 67
86 4 44 18 66
84 4 45 17 65
84 5 43 17 65
87 4 54 16 68
79 4 44 35 42
127 57 47 65 60
83 4 48 17 64
88 5 46 17 68
86 4 44 18 66
86 4 46 17 66
86 5 44 17 66
82 4 46 15 64
85 5 46 16 67
85 4 48 16 67
83 5 55 16 64
154 5 89 15 65
68 5 60 9 36
55 5 47 9 39
55 4 48 9 39
80 5 45 9 69
84 5 44 16 65
82 5 42 16 64
80 4 45 33 45
83 5 45 17 64
85 5 46 17 66
96 29 62 26 54
89 5 46 16 71
86 5 42 17 67
83 5 45 15 65
84 5 44 16 66
85 4 52 17 66
80 6 48 14 63
88 5 44 18 68
88 6 46 17 68
86 4 46 16 67
87 5 46 17 67
132 52 49 57 72
86 4 44 17 67
83 4 46 16 65
91 4 48 36 53
86 5 46 17 67
88 6 46 18 68
86 4 46 18 65
88 5 44 18 67
82 4 45 16 63
102 44 52 36 40
78 5 44 28 47
97 5 53 17 62
68 4 45 10 56
86 4 43 11 73
86 5 43 17 66
85 5 43 17 65
88 6 43 19 67
87 6 47 18 67
120 52 60 48 69
68 6 58 11 45
59 6 49 10 40
58 5 50 10 38
75 5 49 10 62
88 6 48 18 67
85 5 50 18 65
79 5 46 13 63
87 5 47 17 68
129 48 47 51 74
87 5 47 17 67
86 5 47 17 66
86 6 46 18 66
87 4 46 19 65
84 5 48 17 64
87 4 46 17 67
88 5 61 18 68
86 5 43 18 65
85 4 45 17 66
113 34 58 36 66
86 4 45 18 66
86 5 46 18 66
84 4 45 16 66
84 5 43 16 65
86 4 42 18 66
86 6 46 18 66
88 4 45 17 69
85 4 43 18 65
85 4 47 18 65
112 22 71 43 66
90 4 50 17 70
81 5 45 15 64
88 4 61 17 68
86 5 45 17 66
85 4 59 17 66
86 5 58 17 66
86 4 53 17 66
81 5 48 15 63
117 31 63 40 73
89 5 46 18 69
86 4 48 17 67
82 4 58 17 63
85 4 51 18 65
82 6 47 15 65
85 4 50 17 66
86 5 46 17 66
80 4 62 16 62
86 4 58 17 67
118 44 70 32 60
68 5 56 9 56
84 5 49 17 64
81 5 49 15 63
84 4 47 16 66
83 5 63 16 65
83 4 44 15 65
87 4 60 16 69
79 4 44 16 61
93 5 43 9 82
88 3 46 16 69
117 40 53 51 64
88 3 46 16 69
88 4 44 17 68
89 4 47 16 70
103 6 48 16 85
86 4 45 17 66
86 5 45 16 67
81 6 46 37 42
86 4 45 15 68
87 4 45 17 67
99 24 69 20 63
74 5 46 12 60
86 4 44 17 67
84 5 46 17 65
86 5 45 17 66
83 4 45 15 65
79 3 49 15 62
84 5 54 17 64
86 5 49 17 67
85 5 48 17 66
88 4 49 17 69
125 54 53 55 68
86 4 47 17 66
87 6 46 17 68
86 3 46 16 68
88 6 45 17 69
86 4 45 16 67
80 5 45 15 63
83 4 46 16 65
82 6 49 16 65
84 4 46 16 66
85 5 54 16 67
83 3 47 16 65
139 57 46 57 70
84 5 45 16 66
