CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
997,633798656000,0,0,2023-03-28 08:07:04 +0000 UTC,19399,true,slam-9000-controller
996,659169280000,0,0,2023-03-28 08:07:56 +0000 UTC,15126,true,slam-9000-controller
1001,671199232000,0,0,2023-03-28 08:08:33 +0000 UTC,19653,true,slam-9000-controller
0,0,0,0,Task has been ended,0,false,
827,569872384000,0,0,2023-03-28 08:06:20 +0000 UTC,9982,true,slam-9000-controller
1003,618508288000,0,0,2023-03-28 08:06:45 +0000 UTC,18355,true,slam-9000-controller
1001,650190848000,0,0,2023-03-28 08:07:30 +0000 UTC,14864,true,slam-9000-controller
999,666349568000,0,0,2023-03-28 08:08:13 +0000 UTC,17296,true,slam-9000-controller
999,689135616000,0,0,2023-03-28 08:09:21 +0000 UTC,18503,true,slam-9000-controller
981,593391616000,0,0,2023-03-28 08:06:26 +0000 UTC,6324,true,slam-9000-controller
994,641003520000,0,0,2023-03-28 08:07:15 +0000 UTC,10985,true,slam-9000-controller
999,654643200000,0,0,2023-03-28 08:07:41 +0000 UTC,10901,true,slam-9000-controller
996,677023744000,0,0,2023-03-28 08:08:50 +0000 UTC,17188,true,slam-9000-controller
994,683794432000,0,0,2023-03-28 08:09:03 +0000 UTC,12755,true,slam-9000-controller
