CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1003,570613760000,0,0,2023-03-28 08:06:53 +0000 UTC,17651,true,slam-9000-k8s-as1
997,601186304000,0,0,2023-03-28 08:08:06 +0000 UTC,12726,true,slam-9000-k8s-as1
1001,617775104000,0,0,2023-03-28 08:08:55 +0000 UTC,15069,true,slam-9000-k8s-as1
0,0,0,0,Task has been ended,0,false,
1001,597565440000,0,0,2023-03-28 08:07:53 +0000 UTC,13460,true,slam-9000-k8s-as1
1002,603992064000,0,0,2023-03-28 08:08:20 +0000 UTC,14165,true,slam-9000-k8s-as1
997,609882112000,0,0,2023-03-28 08:08:40 +0000 UTC,19823,true,slam-9000-k8s-as1
852,541298688000,0,0,2023-03-28 08:06:20 +0000 UTC,9741,true,slam-9000-k8s-as1
1000,556789760000,0,0,2023-03-28 08:06:35 +0000 UTC,15444,true,slam-9000-k8s-as1
996,576663552000,0,0,2023-03-28 08:07:04 +0000 UTC,11435,true,slam-9000-k8s-as1
1001,588840960000,0,0,2023-03-28 08:07:22 +0000 UTC,17959,true,slam-9000-k8s-as1
997,595283968000,0,0,2023-03-28 08:07:39 +0000 UTC,17371,true,slam-9000-k8s-as1
