CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1433,608169984000,0,0,2023-03-28 08:21:18 +0000 UTC,10675,true,slam-9005-controller
1500,668561408000,0,0,2023-03-28 08:22:35 +0000 UTC,14051,true,slam-9005-controller
1494,675389440000,0,0,2023-03-28 08:22:48 +0000 UTC,13754,true,slam-9005-controller
1500,688898048000,0,0,2023-03-28 08:23:08 +0000 UTC,19965,true,slam-9005-controller
0,0,0,0,Task has been ended,0,false,
1498,663416832000,0,0,2023-03-28 08:22:20 +0000 UTC,15517,true,slam-9005-controller
0,0,0,0,Pod Not Found,0,false,
832,367570944000,0,0,2023-03-28 08:21:07 +0000 UTC,7226,true,slam-9005-controller
1499,628424704000,0,0,2023-03-28 08:21:34 +0000 UTC,16024,true,slam-9005-controller
1492,641081344000,0,0,2023-03-28 08:21:47 +0000 UTC,13240,true,slam-9005-controller
1501,654090240000,0,0,2023-03-28 08:22:05 +0000 UTC,17966,true,slam-9005-controller
