CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1201,695816192000,0,0,2023-03-28 08:15:28 +0000 UTC,13082,true,slam-9002-controller
0,0,0,0,Pod Not Found,0,false,
1190,608849920000,0,0,2023-03-28 08:13:04 +0000 UTC,12146,true,slam-9002-controller
1191,673079296000,0,0,2023-03-28 08:14:38 +0000 UTC,15498,true,slam-9002-controller
1199,680153088000,0,0,2023-03-28 08:14:56 +0000 UTC,17475,true,slam-9002-controller
1196,691777536000,0,0,2023-03-28 08:15:15 +0000 UTC,18601,true,slam-9002-controller
1199,669523968000,0,0,2023-03-28 08:14:23 +0000 UTC,15368,true,slam-9002-controller
0,0,0,0,Task has been ended,0,false,
1000,437063680000,0,0,2023-03-28 08:12:52 +0000 UTC,1852,true,slam-9002-controller
1199,624029696000,0,0,2023-03-28 08:13:18 +0000 UTC,14555,true,slam-9002-controller
1201,639823872000,0,0,2023-03-28 08:13:35 +0000 UTC,16156,true,slam-9002-controller
1199,656633856000,0,0,2023-03-28 08:13:53 +0000 UTC,18892,true,slam-9002-controller
1195,662360064000,0,0,2023-03-28 08:14:08 +0000 UTC,14131,true,slam-9002-controller
