CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1592,685051904000,0,0,2023-03-28 08:25:20 +0000 UTC,10340,true,slam-9006-controller
0,0,0,0,Pod Not Found,0,false,
999,358371328000,0,0,2023-03-28 08:23:31 +0000 UTC,1510,true,slam-9006-controller
1527,612560896000,0,0,2023-03-28 08:23:46 +0000 UTC,14939,true,slam-9006-controller
1597,629600256000,0,0,2023-03-28 08:23:59 +0000 UTC,12806,true,slam-9006-controller
1603,658931712000,0,0,2023-03-28 08:24:28 +0000 UTC,14649,true,slam-9006-controller
1593,645308416000,0,0,2023-03-28 08:24:13 +0000 UTC,14157,true,slam-9006-controller
1603,664170496000,0,0,2023-03-28 08:24:43 +0000 UTC,14632,true,slam-9006-controller
1587,668033024000,0,0,2023-03-28 08:24:53 +0000 UTC,10583,true,slam-9006-controller
1604,675311616000,0,0,2023-03-28 08:25:09 +0000 UTC,16335,true,slam-9006-controller
0,0,0,0,Task has been ended,0,false,
