CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1100,627499008000,0,0,2023-03-28 08:10:16 +0000 UTC,18960,true,slam-9001-controller
1096,641048576000,0,0,2023-03-28 08:10:36 +0000 UTC,19664,true,slam-9001-controller
1100,653664256000,0,0,2023-03-28 08:10:54 +0000 UTC,18488,true,slam-9001-controller
1099,661450752000,0,0,2023-03-28 08:11:11 +0000 UTC,17168,true,slam-9001-controller
1099,680337408000,0,0,2023-03-28 08:12:06 +0000 UTC,18500,true,slam-9001-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1000,416587776000,0,0,2023-03-28 08:09:45 +0000 UTC,5539,true,slam-9001-controller
1091,606740480000,0,0,2023-03-28 08:09:57 +0000 UTC,11707,true,slam-9001-controller
1097,667422720000,0,0,2023-03-28 08:11:29 +0000 UTC,17757,true,slam-9001-controller
1100,671698944000,0,0,2023-03-28 08:11:47 +0000 UTC,18330,true,slam-9001-controller
1093,688295936000,0,0,2023-03-28 08:12:19 +0000 UTC,13150,true,slam-9001-controller
