CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1309,550211584000,0,0,2023-03-28 08:14:41 +0000 UTC,1103,true,slam-9003-k8s-as1
1298,593530880000,0,0,2023-03-28 08:15:20 +0000 UTC,15115,true,slam-9003-k8s-as1
1300,601710592000,0,0,2023-03-28 08:15:38 +0000 UTC,17704,true,slam-9003-k8s-as1
1303,615763968000,0,0,2023-03-28 08:16:06 +0000 UTC,17767,true,slam-9003-k8s-as1
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1190,548020224000,0,0,2023-03-28 08:14:40 +0000 UTC,10018,true,slam-9003-k8s-as1
1300,567939072000,0,0,2023-03-28 08:14:53 +0000 UTC,12434,true,slam-9003-k8s-as1
1297,580632576000,0,0,2023-03-28 08:15:05 +0000 UTC,11740,true,slam-9003-k8s-as1
1303,607305728000,0,0,2023-03-28 08:15:49 +0000 UTC,10753,true,slam-9003-k8s-as1
