CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1087,586584064000,0,0,2023-03-28 08:15:50 +0000 UTC,10014,true,slam-9003-controller
1302,597356544000,0,0,2023-03-28 08:15:54 +0000 UTC,3667,true,slam-9003-controller
1295,661970944000,0,0,2023-03-28 08:17:00 +0000 UTC,18050,true,slam-9003-controller
1294,671678464000,0,0,2023-03-28 08:17:33 +0000 UTC,19467,true,slam-9003-controller
1296,619540480000,0,0,2023-03-28 08:16:08 +0000 UTC,14703,true,slam-9003-controller
1301,637075456000,0,0,2023-03-28 08:16:26 +0000 UTC,17843,true,slam-9003-controller
1296,651780096000,0,0,2023-03-28 08:16:42 +0000 UTC,15501,true,slam-9003-controller
1301,665198592000,0,0,2023-03-28 08:17:14 +0000 UTC,14335,true,slam-9003-controller
1297,680124416000,0,0,2023-03-28 08:17:47 +0000 UTC,13562,true,slam-9003-controller
1298,689577984000,0,0,2023-03-28 08:18:02 +0000 UTC,14586,true,slam-9003-controller
0,0,0,0,Task has been ended,0,false,
