1324 18 29 19 1302 201
78 17 59 18 39 183
248 217 30 20 48 200
76 16 26 21 53 261
59 18 26 18 39 354
58 17 26 18 38 332
59 18 26 18 39 485
59 17 26 18 39 338
59 17 26 17 39 291
58 17 30 17 38 237
59 17 26 18 39 222
59 17 25 17 40 268
59 17 26 17 39 161
59 17 26 18 39 411
58 17 26 17 39 272
59 17 26 18 39 244
60 17 26 17 41 204
60 17 26 18 40 357
58 17 31 17 39 163
57 16 26 17 39 302
57 16 26 17 38 219
57 16 25 16 38 210
56 16 25 16 38 341
55 15 25 16 37 215
54 15 25 16 37 201
55 29 25 16 37 243
53 16 25 15 36 257
54 16 28 16 37 168
55 16 27 16 37 402
56 16 26 17 37 194
55 16 38 16 36 199
54 14 26 16 36 240
56 17 25 17 37 185
55 16 25 16 37 152
55 15 25 16 37 215
56 16 25 16 37 147
55 16 25 16 37 173
56 22 25 15 36 206
61 15 26 16 39 217
147 121 25 18 42 158
60 16 26 18 40 169
57 16 26 16 39 237
57 16 27 17 38 178
58 16 26 17 39 251
57 16 31 17 38 188
56 16 26 16 37 220
56 17 31 17 37 146
57 17 26 17 38 287
59 17 25 17 39 266
57 17 26 17 37 263
63 17 44 21 39 165
63 18 27 18 42 231
65 18 27 17 46 163
56 18 27 18 36 309
55 17 27 17 36 159
59 18 27 18 39 200
58 18 32 18 38 161
55 24 27 17 36 338
97 17 26 42 53 178
55 17 25 17 36 142
55 17 25 17 36 283
56 17 31 17 37 133
58 17 26 18 38 463
58 18 27 18 37 126
57 18 27 17 37 209
57 18 26 17 37 277
58 17 28 18 38 235
58 17 26 18 37 158
59 18 26 18 38 252
58 18 26 18 38 201
57 18 26 18 37 208
57 18 25 17 37 266
58 18 25 18 38 269
59 18 25 18 38 203
60 17 24 17 41 231
58 16 29 17 39 224
56 17 26 17 37 172
56 17 26 17 37 181
146 119 26 17 36 296
73 16 25 19 52 212
58 17 25 18 38 265
57 17 26 17 38 163
57 17 25 17 37 155
58 17 24 18 38 205
57 17 26 17 38 200
112 24 25 44 52 169
