CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1765,590233600000,0,0,2023-03-28 03:06:12 +0000 UTC,2619,true,slam-9060-controller
1794,626143232000,0,0,2023-03-28 03:06:29 +0000 UTC,16469,true,slam-9060-controller
1801,640069632000,0,0,2023-03-28 03:06:41 +0000 UTC,12158,true,slam-9060-controller
1802,667095040000,0,0,2023-03-28 03:07:18 +0000 UTC,17436,true,slam-9060-controller
1797,674406400000,0,0,2023-03-28 03:07:30 +0000 UTC,11939,true,slam-9060-controller
1805,686055424000,0,0,2023-03-28 03:07:47 +0000 UTC,17049,true,slam-9060-controller
0,0,0,0,Pod Not Found,0,false,
1796,658219008000,0,0,2023-03-28 03:07:00 +0000 UTC,19232,true,slam-9060-controller
0,0,0,0,Task has been ended,0,false,
837,580640768000,0,0,2023-03-28 03:06:10 +0000 UTC,9991,true,slam-9060-controller
