CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1852,619466752000,0,0,2023-03-28 03:08:30 +0000 UTC,15023,true,slam-9061-controller
1896,635322368000,0,0,2023-03-28 03:08:41 +0000 UTC,10987,true,slam-9061-controller
1900,652394496000,0,0,2023-03-28 03:08:54 +0000 UTC,13067,true,slam-9061-controller
1900,679600128000,0,0,2023-03-28 03:09:40 +0000 UTC,11851,true,slam-9061-controller
1899,691466240000,0,0,2023-03-28 03:09:59 +0000 UTC,19642,true,slam-9061-controller
1000,402792448000,0,0,2023-03-28 03:08:15 +0000 UTC,4950,true,slam-9061-controller
1896,664141824000,0,0,2023-03-28 03:09:12 +0000 UTC,18345,true,slam-9061-controller
1897,673521664000,0,0,2023-03-28 03:09:28 +0000 UTC,15678,true,slam-9061-controller
0,0,0,0,Task has been ended,0,false,
