CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1000,547127296000,0,0,2023-03-28 02:44:40 +0000 UTC,9995,true,slam-9052-k8s-as1
1000,570716160000,0,0,2023-03-28 02:45:06 +0000 UTC,12910,true,slam-9052-k8s-as1
1000,588947456000,0,0,2023-03-28 02:45:37 +0000 UTC,11296,true,slam-9052-k8s-as1
999,594350080000,0,0,2023-03-28 02:45:52 +0000 UTC,14998,true,slam-9052-k8s-as1
1000,602619904000,0,0,2023-03-28 02:46:27 +0000 UTC,18357,true,slam-9052-k8s-as1
999,620576768000,0,0,2023-03-28 02:47:17 +0000 UTC,16050,true,slam-9052-k8s-as1
0,0,0,0,Pod Not Found,0,false,
993,560590848000,0,0,2023-03-28 02:44:53 +0000 UTC,11672,true,slam-9052-k8s-as1
999,582602752000,0,0,2023-03-28 02:45:26 +0000 UTC,19868,true,slam-9052-k8s-as1
997,598405120000,0,0,2023-03-28 02:46:09 +0000 UTC,16665,true,slam-9052-k8s-as1
999,606588928000,0,0,2023-03-28 02:46:43 +0000 UTC,15707,true,slam-9052-k8s-as1
1033,549924864000,0,0,2023-03-28 02:44:42 +0000 UTC,1837,true,slam-9052-k8s-as1
0,0,0,0,Task has been ended,0,false,
1000,614916096000,0,0,2023-03-28 02:47:01 +0000 UTC,18177,true,slam-9052-k8s-as1
