CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1196,623517696000,0,0,2023-03-28 02:51:24 +0000 UTC,18364,true,slam-9054-controller
1196,636268544000,0,0,2023-03-28 02:51:38 +0000 UTC,13642,true,slam-9054-controller
1198,660459520000,0,0,2023-03-28 02:52:08 +0000 UTC,16099,true,slam-9054-controller
1205,672706560000,0,0,2023-03-28 02:52:33 +0000 UTC,12125,true,slam-9054-controller
1194,675946496000,0,0,2023-03-28 02:52:44 +0000 UTC,10480,true,slam-9054-controller
1205,698531840000,0,0,2023-03-28 02:53:31 +0000 UTC,10117,true,slam-9054-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1057,588062720000,0,0,2023-03-28 02:51:06 +0000 UTC,5773,true,slam-9054-controller
1198,648515584000,0,0,2023-03-28 02:51:52 +0000 UTC,14157,true,slam-9054-controller
1196,665776128000,0,0,2023-03-28 02:52:21 +0000 UTC,13325,true,slam-9054-controller
1198,682586112000,0,0,2023-03-28 02:53:02 +0000 UTC,18142,true,slam-9054-controller
1196,692834304000,0,0,2023-03-28 02:53:21 +0000 UTC,18852,true,slam-9054-controller
