CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1398,638091264000,0,0,2023-03-28 02:57:16 +0000 UTC,15881,true,slam-9056-controller
1394,655409152000,0,0,2023-03-28 02:57:39 +0000 UTC,12039,true,slam-9056-controller
1408,661049344000,0,0,2023-03-28 02:57:50 +0000 UTC,10910,true,slam-9056-controller
1398,620457984000,0,0,2023-03-28 02:57:00 +0000 UTC,15873,true,slam-9056-controller
1392,647749632000,0,0,2023-03-28 02:57:27 +0000 UTC,10965,true,slam-9056-controller
1394,669323264000,0,0,2023-03-28 02:58:09 +0000 UTC,18547,true,slam-9056-controller
1397,677302272000,0,0,2023-03-28 02:58:27 +0000 UTC,18403,true,slam-9056-controller
1400,686596096000,0,0,2023-03-28 02:58:39 +0000 UTC,11377,true,slam-9056-controller
0,0,0,0,Pod Not Found,0,false,
758,440127488000,0,0,2023-03-28 02:56:40 +0000 UTC,10005,true,slam-9056-controller
1384,591556608000,0,0,2023-03-28 02:56:45 +0000 UTC,4723,true,slam-9056-controller
0,0,0,0,Task has been ended,0,false,
