CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
997,647249920000,0,0,2023-03-28 02:45:33 +0000 UTC,18556,true,slam-9052-controller
992,613318656000,0,0,2023-03-28 02:44:52 +0000 UTC,11888,true,slam-9052-controller
1000,624373760000,0,0,2023-03-28 02:45:04 +0000 UTC,11470,true,slam-9052-controller
999,633020416000,0,0,2023-03-28 02:45:15 +0000 UTC,10965,true,slam-9052-controller
994,671547392000,0,0,2023-03-28 02:46:28 +0000 UTC,12848,true,slam-9052-controller
1000,662052864000,0,0,2023-03-28 02:46:04 +0000 UTC,18370,true,slam-9052-controller
998,675262464000,0,0,2023-03-28 02:46:45 +0000 UTC,17063,true,slam-9052-controller
995,680603648000,0,0,2023-03-28 02:47:00 +0000 UTC,14945,true,slam-9052-controller
994,692125696000,0,0,2023-03-28 02:47:27 +0000 UTC,13636,true,slam-9052-controller
1117,594776064000,0,0,2023-03-28 02:44:40 +0000 UTC,490,true,slam-9052-controller
999,653742080000,0,0,2023-03-28 02:45:45 +0000 UTC,12037,true,slam-9052-controller
1002,667086848000,0,0,2023-03-28 02:46:15 +0000 UTC,11619,true,slam-9052-controller
1003,686645248000,0,0,2023-03-28 02:47:13 +0000 UTC,12848,true,slam-9052-controller
0,0,0,0,Task has been ended,0,false,
