CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1094,617521152000,0,0,2023-03-28 02:48:17 +0000 UTC,17771,true,slam-9053-controller
1102,631881728000,0,0,2023-03-28 02:48:33 +0000 UTC,16733,true,slam-9053-controller
1099,649326592000,0,0,2023-03-28 02:48:53 +0000 UTC,19690,true,slam-9053-controller
0,0,0,0,Task has been ended,0,false,
1029,585580544000,0,0,2023-03-28 02:47:59 +0000 UTC,9123,true,slam-9053-controller
1097,657694720000,0,0,2023-03-28 02:50:28 +0000 UTC,10911,true,slam-9053-controller
1093,656867328000,0,0,2023-03-28 02:49:05 +0000 UTC,11664,true,slam-9053-controller
1101,671887360000,0,0,2023-03-28 02:49:49 +0000 UTC,11476,true,slam-9053-controller
0,0,0,0,Pod Not Found,0,false,
1099,668692480000,0,0,2023-03-28 02:49:38 +0000 UTC,18719,true,slam-9053-controller
1095,679059456000,0,0,2023-03-28 02:50:07 +0000 UTC,17651,true,slam-9053-controller
1102,651722752000,0,0,2023-03-28 02:50:17 +0000 UTC,10345,true,slam-9053-controller
1095,661532672000,0,0,2023-03-28 02:50:42 +0000 UTC,13815,true,slam-9053-controller
1098,661983232000,0,0,2023-03-28 02:49:19 +0000 UTC,14152,true,slam-9053-controller
