CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1605,642756608000,0,0,2023-03-28 03:02:15 +0000 UTC,10350,true,slam-9058-controller
1596,656498688000,0,0,2023-03-28 03:02:33 +0000 UTC,18362,true,slam-9058-controller
1600,667824128000,0,0,2023-03-28 03:02:53 +0000 UTC,19812,true,slam-9058-controller
0,0,0,0,Pod Not Found,0,false,
1358,579723264000,0,0,2023-03-28 03:01:40 +0000 UTC,585,true,slam-9058-controller
1600,615743488000,0,0,2023-03-28 03:01:53 +0000 UTC,12727,true,slam-9058-controller
1590,631291904000,0,0,2023-03-28 03:02:05 +0000 UTC,11554,true,slam-9058-controller
1599,678002688000,0,0,2023-03-28 03:03:12 +0000 UTC,18576,true,slam-9058-controller
1600,687255552000,0,0,2023-03-28 03:03:23 +0000 UTC,11640,true,slam-9058-controller
1601,692568064000,0,0,2023-03-28 03:03:34 +0000 UTC,10269,true,slam-9058-controller
0,0,0,0,Task has been ended,0,false,
