CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1155,590532608000,0,0,2023-03-28 03:03:59 +0000 UTC,9220,true,slam-9059-controller
1701,623271936000,0,0,2023-03-28 03:04:13 +0000 UTC,13469,true,slam-9059-controller
1691,635076608000,0,0,2023-03-28 03:04:23 +0000 UTC,10044,true,slam-9059-controller
1701,655769600000,0,0,2023-03-28 03:04:40 +0000 UTC,17359,true,slam-9059-controller
1697,665096192000,0,0,2023-03-28 03:04:53 +0000 UTC,13203,true,slam-9059-controller
1699,671465472000,0,0,2023-03-28 03:05:04 +0000 UTC,11289,true,slam-9059-controller
1698,677187584000,0,0,2023-03-28 03:05:19 +0000 UTC,14154,true,slam-9059-controller
1700,688312320000,0,0,2023-03-28 03:05:36 +0000 UTC,16981,true,slam-9059-controller
1693,695025664000,0,0,2023-03-28 03:05:50 +0000 UTC,14161,true,slam-9059-controller
0,0,0,0,Task has been ended,0,false,
