CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1296,594620416000,0,0,2023-03-28 02:59:17 +0000 UTC,7554,true,slam-9057-controller
1500,621871104000,0,0,2023-03-28 02:59:32 +0000 UTC,14450,true,slam-9057-controller
1502,653373440000,0,0,2023-03-28 03:00:02 +0000 UTC,15354,true,slam-9057-controller
1492,679636992000,0,0,2023-03-28 03:00:57 +0000 UTC,16048,true,slam-9057-controller
0,0,0,0,Task has been ended,0,false,
1491,638541824000,0,0,2023-03-28 02:59:46 +0000 UTC,14576,true,slam-9057-controller
1496,657203200000,0,0,2023-03-28 03:00:12 +0000 UTC,10206,true,slam-9057-controller
1495,668110848000,0,0,2023-03-28 03:00:31 +0000 UTC,18827,true,slam-9057-controller
1508,671956992000,0,0,2023-03-28 03:00:41 +0000 UTC,10121,true,slam-9057-controller
1494,690991104000,0,0,2023-03-28 03:01:14 +0000 UTC,17053,true,slam-9057-controller
