2214 15 66 25 2186 359
146 10 134 19 72 326
69 6 61 10 41 482
55 6 45 11 42 359
80 8 56 18 59 646
84 8 70 16 64 1172
90 43 45 48 40 561
86 10 70 19 65 509
84 8 75 20 60 620
90 6 55 17 65 6291
73 4 50 13 58 622
85 6 57 17 66 487
92 8 48 21 69 642
95 8 53 19 73 520
112 7 55 17 92 499
116 9 75 24 89 461
102 8 48 24 76 572
106 9 50 24 80 628
117 8 53 24 91 463
112 10 63 27 83 454
114 9 50 22 89 766
124 10 79 32 94 530
125 10 59 28 94 629
106 10 48 28 77 565
165 9 57 74 88 643
120 50 42 26 92 466
121 11 43 26 92 545
113 10 46 21 89 493
109 11 63 21 85 692
105 9 46 20 83 452
140 10 64 25 112 503
120 9 55 27 90 470
113 11 47 26 85 480
109 10 46 23 84 240
138 9 45 23 112 483
112 11 46 22 88 375
112 10 43 26 84 529
118 6 47 22 94 465
117 12 45 24 90 646
118 9 55 26 90 486
112 10 54 27 83 551
104 12 55 22 80 452
107 14 50 23 82 730
106 9 52 21 82 373
103 9 49 24 76 439
144 36 53 49 93 319
123 10 55 28 93 519
122 12 56 28 91 453
107 10 77 22 83 790
120 11 69 28 90 259
107 10 54 25 80 428
103 10 51 25 74 364
92 12 55 17 72 614
99 8 47 20 76 479
108 11 53 26 80 836
101 13 50 25 73 785
98 8 53 20 75 429
110 50 45 23 85 350
107 9 47 17 87 516
97 11 47 11 84 246
97 5 52 10 85 216
102 8 47 14 86 531
107 11 51 17 87 367
107 10 46 18 87 263
114 12 45 24 87 414
115 10 71 23 89 422
119 12 61 29 88 438
128 14 50 32 93 423
118 10 65 24 92 409
110 9 47 24 83 360
103 14 68 33 75 425
109 12 47 29 77 622
107 11 54 27 78 318
106 11 51 24 80 530
102 13 47 25 75 401
105 9 46 22 81 260
110 12 47 28 81 439
103 12 50 26 75 641
109 9 53 22 85 351
139 14 52 25 111 506
113 10 49 22 88 593
109 11 59 19 88 304
108 10 45 18 87 575
140 10 60 23 115 422
119 9 51 25 91 424
116 11 53 23 90 782
116 10 51 26 88 372
136 13 46 39 69 436
107 9 46 23 82 345
115 10 46 22 91 445
116 10 47 24 90 479
107 9 66 18 87 236
119 12 50 27 90 322
108 12 76 19 87 271
110 10 46 23 84 580
109 12 55 24 83 446
117 11 47 26 89 498
108 13 76 25 81 419
104 9 65 16 85 431
106 8 62 19 85 462
124 8 57 26 95 479
107 8 46 23 82 489
103 5 55 22 81 351
118 12 56 24 91 512
113 12 63 20 91 364
110 12 47 20 87 525
106 5 51 25 79 283
109 11 55 22 84 220
116 7 51 23 91 385
116 8 54 25 89 346
124 13 63 30 91 562
126 12 58 30 93 283
105 10 48 26 77 498
120 7 112 23 82 369
99 5 84 32 65 600
97 11 71 23 72 364
96 7 50 13 80 264
110 8 48 26 82 640
111 11 52 23 86 356
110 13 47 24 84 578
114 8 51 23 89 324
119 59 43 26 90 581
126 13 46 31 92 627
122 11 47 26 94 596
111 11 47 24 84 517
119 13 47 25 91 727
145 6 56 23 120 594
124 11 43 28 93 653
128 13 50 31 95 636
125 15 44 31 92 858
133 6 57 21 110 542
103 9 48 20 81 516
111 8 52 18 90 450
120 8 46 24 94 458
110 8 47 23 85 519
107 12 52 22 82 1672
107 14 56 27 81 292
124 9 48 26 95 384
129 15 47 33 94 329
123 16 47 28 93 437
115 9 54 24 88 832
107 8 57 23 82 381
99 13 62 24 73 212
103 9 47 22 79 486
113 11 47 21 89 195
106 9 49 17 87 278
114 10 54 30 83 234
103 13 48 22 79 185
119 14 55 30 91 236
107 6 51 18 86 220
122 14 51 32 88 147
127 15 79 32 93 173
119 7 47 25 93 160
122 19 46 26 93 229
118 6 46 23 92 229
128 13 76 28 97 204
109 12 48 19 86 396
111 7 62 22 87 237
111 15 48 22 87 323
125 7 116 17 93 382
107 4 82 16 89 284
118 15 54 24 92 540
102 13 53 20 81 265
111 9 52 24 85 406
120 13 45 25 93 254
102 11 44 23 77 627
109 9 51 21 86 333
119 17 45 32 85 692
109 15 51 25 82 301
105 6 57 20 82 740
106 9 56 19 84 370
106 13 45 21 82 508
102 8 46 21 79 517
149 9 48 24 123 578
119 7 50 23 93 471
111 13 47 20 88 691
101 13 47 23 75 503
115 7 53 25 89 655
130 9 56 26 100 503
111 9 50 20 89 585
127 11 52 27 96 511
106 14 47 26 78 729
101 6 62 19 79 581
114 5 45 22 90 490
107 7 43 21 83 644
124 11 51 28 93 520
117 7 91 23 92 618
102 13 73 13 86 472
110 10 78 19 88 451
111 14 53 28 81 453
101 5 47 22 76 733
95 13 57 21 72 448
105 29 44 21 82 485
100 21 46 12 86 527
110 15 49 20 87 539
119 17 85 29 87 460
121 7 44 24 95 479
127 16 43 33 91 513
104 6 46 18 84 391
130 16 58 33 95 388
108 9 46 20 85 271
101 14 44 13 85 718
109 6 44 17 89 384
99 13 46 13 85 354
105 6 53 17 86 360
99 12 45 11 85 644
105 10 46 16 86 437
120 17 48 30 87 355
111 6 42 24 84 451
123 17 67 31 90 396
106 7 46 19 86 406
101 15 44 14 85 485
103 9 50 16 86 397
98 11 49 11 84 411
106 8 43 17 86 553
103 14 54 15 86 314
102 7 51 13 87 199
103 13 49 15 86 464
107 7 52 17 87 417
115 16 51 32 81 338
108 7 56 17 88 460
123 22 64 37 84 455
139 8 55 24 112 629
103 17 50 29 72 468
103 7 46 20 81 611
103 6 50 16 85 455
130 8 46 24 104 463
101 7 48 21 78 435
113 9 49 24 84 686
123 9 49 25 95 540
113 16 71 21 89 531
110 6 55 21 86 502
120 17 49 29 89 571
116 7 57 24 90 568
100 18 55 26 72 534
100 6 51 17 81 700
108 14 59 26 78 958
106 10 58 21 83 746
104 17 55 45 58 289
109 7 53 23 84 678
111 14 55 28 82 484
112 7 57 24 85 738
106 17 56 56 47 471
110 16 50 17 91 514
99 17 47 16 81 567
100 5 52 18 79 350
122 10 77 27 92 741
133 9 55 34 97 472
127 22 55 38 86 518
115 61 49 25 89 430
129 22 51 36 91 481
111 8 59 23 86 228
104 18 49 21 81 495
121 6 114 22 80 360
80 5 55 11 67 719
105 9 56 22 81 387
112 8 52 24 86 540
114 6 72 24 88 438
114 16 51 27 84 305
108 7 53 22 85 356
111 17 52 19 90 267
115 6 46 22 91 336
131 20 50 37 92 337
107 7 48 18 87 503
97 11 56 11 85 362
102 7 51 15 85 451
100 18 45 30 68 347
100 5 45 20 79 426
99 17 48 28 69 359
105 23 47 21 81 355
109 17 51 25 81 210
108 5 47 21 85 290
104 17 76 27 75 202
111 7 55 24 85 281
113 18 53 26 85 184
116 6 47 24 90 250
99 18 57 24 73 231
103 7 47 22 79 266
103 15 50 24 78 292
118 6 52 21 83 11371
92 6 84 9 72 257
101 5 94 16 83 228
122 19 76 33 88 319
111 6 53 21 88 383
104 18 68 17 85 369
106 5 74 19 85 237
116 12 55 20 94 195
113 7 52 26 85 398
106 17 55 25 80 276
115 7 86 26 87 373
101 20 52 32 67 539
110 7 60 19 89 462
123 22 48 35 87 373
104 7 53 23 79 567
98 19 48 15 82 389
114 8 54 26 86 522
101 19 54 26 72 461
110 6 55 23 85 611
111 17 52 26 83 316
112 8 55 20 90 373
108 21 56 15 90 296
115 7 50 24 88 355
126 15 110 18 85 252
90 4 81 11 76 285
112 18 93 27 66 167
82 6 55 11 69 420
