2507 35 33 30 2474 166
81 19 61 19 60 154
137 40 34 48 87 175
134 51 37 45 87 207
131 50 32 50 79 264
134 34 28 48 84 214
136 41 28 47 87 252
133 45 28 34 97 268
129 35 33 33 94 268
128 33 27 42 84 251
126 47 29 46 78 270
139 48 30 48 90 215
134 48 28 48 85 165
146 44 29 45 99 287
136 41 28 49 86 298
133 40 35 40 91 228
125 48 34 48 75 281
130 38 44 44 84 408
138 49 32 42 94 167
136 48 32 41 94 299
128 32 38 33 93 210
127 43 34 46 80 262
127 38 33 43 82 204
185 154 29 36 91 263
121 40 33 40 79 184
124 44 36 36 86 349
128 40 36 36 90 167
135 38 36 44 89 180
152 44 36 44 105 200
131 31 30 46 82 232
129 32 31 33 94 273
132 26 31 38 92 169
127 31 30 40 85 183
137 39 31 40 95 99
145 40 32 41 103 169
145 41 30 45 96 162
129 28 28 34 91 202
141 46 34 39 98 196
129 45 32 45 82 148
138 46 38 46 90 232
143 46 30 45 95 264
140 45 41 46 93 211
124 46 38 46 76 128
135 38 32 44 89 162
149 48 39 49 97 241
125 46 33 46 78 184
134 39 38 44 89 186
118 45 37 32 84 161
125 32 42 47 76 273
128 33 37 45 81 136
133 46 31 42 89 185
122 48 33 47 73 130
131 33 30 46 83 192
120 47 32 37 81 125
122 33 30 45 75 491
123 45 31 46 75 244
119 44 36 38 79 223
138 49 35 49 88 207
136 41 37 41 93 185
137 44 30 39 96 252
244 205 38 46 79 126
106 33 28 31 72 370
133 46 36 46 85 155
125 34 29 34 88 171
158 39 37 50 106 119
121 46 33 33 86 251
139 43 46 47 90 151
130 48 31 52 76 167
145 39 41 47 96 137
112 47 32 47 63 276
120 44 40 42 76 172
141 43 28 43 96 225
138 44 31 44 92 180
136 41 29 42 91 316
175 69 28 68 102 208
134 39 30 37 90 207
129 36 28 33 93 218
132 48 31 34 95 159
126 33 29 48 76 303
127 39 35 39 86 268
142 31 29 46 94 259
124 39 28 48 75 118
123 38 33 38 83 188
115 38 29 45 69 117
133 40 36 40 91 233
141 48 35 42 98 196
150 48 38 49 98 267
140 38 29 44 94 150
126 34 31 49 76 186
132 39 29 40 90 215
141 41 30 63 75 175
130 33 28 46 82 160
128 33 29 33 92 115
141 49 30 48 90 156
142 46 35 47 92 167
362 330 31 48 83 288
132 36 35 41 89 184
128 33 29 47 78 228
129 46 31 33 94 226
133 39 33 46 86 157
129 35 28 46 81 171
117 45 31 25 90 269
130 30 32 47 81 192
151 48 35 44 103 184
107 29 32 30 76 196
125 37 44 39 84 155
124 46 40 32 90 197
164 48 37 41 121 143
133 40 31 40 90 153
133 40 49 39 92 119
138 47 32 41 95 210
142 34 33 44 96 146
134 48 31 40 92 289
123 47 35 33 88 262
138 33 48 45 91 226
133 39 47 44 87 161
131 34 31 42 87 251
135 36 48 39 94 214
126 57 29 58 64 484
118 28 30 28 88 248
125 19 27 33 89 271
125 38 39 46 78 176
125 41 31 46 77 213
149 44 43 43 104 199
116 40 31 26 88 303
129 35 31 36 91 216
130 27 32 37 91 252
131 32 35 44 85 426
119 43 29 36 81 231
131 38 30 39 90 493
124 43 37 44 78 200
212 178 33 31 89 168
125 34 30 41 82 154
130 37 30 47 81 191
127 43 31 38 88 216
135 49 32 42 90 145
145 48 33 49 94 161
133 48 31 41 90 185
145 42 33 48 95 201
135 37 37 38 95 147
140 48 39 46 92 171
142 39 34 41 99 190
129 38 44 45 82 80
115 43 32 44 69 105
118 39 31 26 91 75
141 41 37 40 99 151
149 45 34 48 99 155
137 39 35 39 96 80
130 33 31 46 83 89
129 70 38 44 83 107
139 45 36 46 92 60
140 37 45 39 98 122
138 39 31 38 98 138
137 37 37 42 92 148
118 29 33 43 74 128
119 34 31 39 79 109
118 38 48 33 83 92
130 42 34 40 88 104
136 45 37 45 90 131
125 41 50 41 83 120
117 41 31 42 73 186
139 35 32 35 102 135
153 45 29 59 90 255
121 31 30 38 79 164
121 31 29 42 76 146
118 34 42 34 82 182
125 40 29 40 82 195
122 88 33 34 84 230
114 39 31 28 83 169
121 30 35 30 89 190
121 39 36 45 74 198
123 35 28 36 86 137
126 35 28 41 83 227
133 37 44 38 93 250
144 43 35 43 99 197
131 43 31 41 87 208
128 31 36 31 94 288
125 30 32 45 78 180
134 38 30 38 93 292
125 39 43 34 89 179
131 39 29 41 88 225
130 37 32 34 94 208
133 31 27 44 88 283
121 46 48 46 74 162
123 43 31 37 84 265
126 45 32 39 86 168
151 40 35 40 109 265
131 45 32 42 88 187
123 31 33 32 88 243
125 40 35 30 92 196
138 43 30 40 96 253
137 39 31 39 96 166
148 45 29 45 101 248
150 46 47 46 99 3600
128 40 30 40 85 304
127 33 39 46 79 170
118 42 32 43 73 267
121 29 32 41 79 161
126 42 33 41 83 187
123 39 32 45 76 188
124 31 50 31 91 165
129 38 29 38 89 222
135 29 40 36 97 160
129 39 28 47 81 151
125 42 30 35 88 145
327 295 32 37 105 254
117 27 31 31 82 149
129 39 35 40 85 174
105 37 30 37 66 122
120 36 36 35 84 232
118 42 36 42 74 162
141 35 28 36 103 223
138 42 35 41 94 137
121 41 30 30 89 206
134 37 33 37 95 156
138 36 32 39 97 230
124 40 66 42 80 109
137 32 30 42 93 192
126 42 32 42 82 158
138 42 41 42 94 157
124 30 30 43 79 152
133 43 32 43 88 237
135 39 50 39 94 177
130 42 31 46 82 353
118 30 40 40 76 159
122 36 35 43 77 249
116 40 44 29 85 163
124 37 35 44 79 224
131 36 46 42 86 152
129 44 29 37 90 211
136 43 39 37 97 165
140 45 30 38 99 295
135 38 41 46 88 204
130 32 30 33 94 236
131 46 35 33 96 180
136 39 36 38 95 312
129 37 36 37 90 248
137 36 40 42 93 307
122 44 45 31 89 418
141 41 37 43 96 183
131 36 33 37 92 292
307 274 32 40 83 164
218 183 34 37 93 237
125 34 36 34 90 232
133 44 36 39 92 200
126 41 36 33 91 193
124 40 35 47 75 237
145 47 61 47 95 166
132 47 39 40 90 301
138 45 52 38 99 193
154 67 40 67 84 197
120 33 34 35 81 154
135 35 34 46 85 181
131 36 33 36 93 138
127 44 35 32 93 174
135 40 38 40 93 145
135 31 32 45 88 222
126 37 30 43 81 162
127 39 31 43 81 213
130 36 31 36 92 192
134 41 34 37 95 200
121 39 34 34 85 117
126 40 32 36 88 171
123 31 28 31 89 196
122 30 30 44 75 232
115 41 29 35 78 151
116 43 36 43 71 120
124 30 29 36 87 227
132 45 32 39 92 150
131 33 37 35 94 184
126 47 33 33 91 96
154 46 38 47 105 133
135 38 39 38 95 134
123 45 33 46 76 95
116 43 32 45 69 165
118 43 33 44 72 82
133 39 37 39 92 106
224 193 30 32 88 73
133 39 34 33 98 149
146 46 36 47 96 106
125 46 46 47 76 147
124 30 30 44 77 87
131 41 39 41 88 217
128 26 33 46 80 149
139 43 35 43 94 142
128 44 33 38 88 106
109 42 33 24 83 174
128 40 33 43 83 155
147 49 44 49 96 214
124 27 36 42 80 164
137 47 35 49 86 208
134 43 49 43 89 197
129 46 41 36 90 290
141 44 31 37 99 154
126 46 41 48 76 234
153 33 34 47 99 188
142 43 33 50 91 180
137 46 35 35 101 183
115 41 32 47 66 184
119 35 30 35 82 119
117 31 32 45 71 164
127 43 35 45 80 83
120 46 33 38 80 121
132 34 32 46 84 170
149 45 45 46 101 78
122 32 32 32 87 237
144 46 39 46 96 155
127 38 33 48 77 121
138 44 35 45 92 146
125 37 37 44 79 193
124 44 37 31 90 160
131 41 39 41 87 163
121 45 38 31 87 269
351 313 37 47 96 162
120 28 32 39 80 152
139 39 34 39 98 218
125 45 34 33 90 171
143 45 38 47 94 234
114 44 39 40 73 161
123 43 39 32 88 273
122 32 34 32 88 218
133 28 38 37 94 252
127 36 39 38 87 158
121 42 39 27 92 313
124 31 43 46 76 206
118 41 50 29 87 235
131 33 30 43 85 314
141 45 45 44 95 201
133 39 37 44 87 321
131 43 46 39 90 351
138 35 44 45 92 209
137 44 37 38 97 293
125 41 34 41 83 202
116 35 30 24 90 219
142 31 30 40 100 176
110 41 30 40 68 257
118 39 31 33 83 250
150 52 35 52 93 251
138 34 33 37 92 239
133 24 43 45 81 249
125 32 31 47 77 261
122 31 41 39 81 300
135 46 33 39 93 193
125 46 33 32 91 399
137 43 40 41 94 277
137 42 33 42 93 300
158 51 37 52 103 344
140 44 40 50 88 310
129 46 33 48 79 295
257 225 31 46 79 293
132 38 36 39 90 269
129 32 31 45 82 291
119 45 35 45 72 282
128 38 37 43 82 198
135 32 32 42 91 375
150 46 37 42 105 338
126 29 32 34 89 332
122 28 42 29 90 240
123 41 38 24 97 258
128 29 30 40 86 198
139 38 40 44 93 291
134 36 37 37 94 189
137 38 34 40 95 333
129 37 37 44 83 233
137 43 42 36 98 266
