1663 17 29 18 1643 188
79 18 60 18 49 234
68 17 32 18 48 190
64 18 35 19 43 204
65 18 26 18 44 294
62 18 26 18 42 315
64 18 35 19 43 228
64 17 26 18 43 359
57 22 26 17 37 191
63 17 44 18 43 311
65 17 35 18 44 197
63 31 31 16 43 242
76 17 57 18 43 190
84 17 66 17 44 815
97 16 37 17 43 33772
63 17 26 17 44 263
66 17 48 17 44 218
65 17 46 19 43 458
65 17 25 18 44 139
61 32 26 15 44 304
71 17 54 18 46 208
95 16 79 17 45 249
65 16 25 17 46 179
61 27 33 17 43 215
98 16 57 16 77 186
97 46 32 30 65 289
121 22 58 31 88 203
127 42 28 32 93 275
138 48 33 46 90 164
137 38 32 46 89 148
131 33 28 34 95 207
64 36 25 19 42 131
72 16 26 15 52 151
143 48 27 49 92 141
141 40 29 48 92 170
157 47 30 47 107 277
142 39 28 40 100 177
144 46 30 44 97 257
133 44 30 47 84 198
208 177 29 39 97 209
127 41 29 30 96 156
131 41 29 34 95 260
145 47 31 50 93 141
125 39 28 35 88 177
123 30 29 30 92 147
121 32 28 29 90 194
123 28 32 30 90 177
129 30 29 39 88 219
156 38 38 44 109 239
129 43 31 38 90 146
120 43 34 32 86 171
127 39 32 40 85 167
130 43 33 33 95 129
129 48 29 34 93 221
117 46 40 33 82 300
110 45 31 45 63 156
128 34 39 33 93 192
134 55 37 44 88 226
122 25 31 37 82 203
136 37 31 43 90 131
126 44 29 33 90 192
129 45 30 44 83 170
126 46 30 33 91 185
138 40 41 46 90 123
134 40 31 58 74 184
127 43 32 39 86 211
139 40 35 41 95 123
119 47 35 32 85 207
180 107 30 103 74 203
110 39 31 39 63 345
121 35 40 35 84 225
121 47 38 47 72 243
125 33 39 45 77 198
126 48 31 49 75 293
134 41 48 55 77 292
138 33 29 40 97 141
233 203 29 37 95 153
119 26 29 45 72 227
134 46 34 47 84 272
152 46 33 47 103 199
136 34 28 47 87 238
121 35 29 32 87 324
141 27 33 50 89 200
125 34 30 45 79 170
125 39 30 41 82 262
127 41 41 38 86 204
139 40 38 49 88 199
137 46 32 47 87 128
122 39 28 39 81 288
128 40 34 47 80 153
145 44 30 33 110 204
119 45 31 37 80 128
129 48 34 44 83 139
125 47 33 35 88 138
159 40 30 40 117 275
128 40 31 40 86 155
120 40 30 32 86 177
128 47 30 37 89 203
129 42 40 34 94 151
131 40 39 48 82 169
124 53 40 47 71 215
111 41 40 35 73 145
135 48 29 45 87 169
123 46 47 49 73 179
118 43 34 25 91 135
123 47 32 47 74 259
134 38 36 44 89 129
142 44 30 41 100 165
130 34 46 48 80 107
133 40 32 35 95 178
155 47 33 48 105 177
127 45 33 42 83 188
