CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
2007,631554048000,0,0,2023-03-27 13:12:19 +0000 UTC,14914,true,slam-9016-controller
1985,653352960000,0,0,2023-03-27 13:12:34 +0000 UTC,15488,true,slam-9016-controller
2003,665522176000,0,0,2023-03-27 13:12:51 +0000 UTC,16767,true,slam-9016-controller
1999,674594816000,0,0,2023-03-27 13:13:07 +0000 UTC,15886,true,slam-9016-controller
2000,687271936000,0,0,2023-03-27 13:13:22 +0000 UTC,14797,true,slam-9016-controller
1990,696946688000,0,0,2023-03-27 13:13:34 +0000 UTC,12057,true,slam-9016-controller
0,0,0,0,Pod Not Found,0,false,
1975,607371264000,0,0,2023-03-27 13:12:04 +0000 UTC,4067,true,slam-9016-controller
1203,589197312000,0,0,2023-03-27 13:12:00 +0000 UTC,10021,true,slam-9016-controller
0,0,0,0,Task has been ended,0,false,
