CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
2000,566792192000,0,0,2023-03-27 13:33:50 +0000 UTC,9998,true,slam-9051-k8s-as1
2435,579428352000,0,0,2023-03-27 13:33:52 +0000 UTC,2621,true,slam-9051-k8s-as1
2411,638529536000,0,0,2023-03-27 13:34:12 +0000 UTC,19990,true,slam-9051-k8s-as1
0,0,0,0,Task has been ended,0,false,
