CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1192,593633280000,0,0,2023-03-27 12:58:18 +0000 UTC,7901,true,slam-9010-controller
1396,656195584000,0,0,2023-03-27 12:59:08 +0000 UTC,15914,true,slam-9010-controller
1395,664207360000,0,0,2023-03-27 12:59:24 +0000 UTC,16199,true,slam-9010-controller
1393,672579584000,0,0,2023-03-27 12:59:40 +0000 UTC,16446,true,slam-9010-controller
1400,679927808000,0,0,2023-03-27 12:59:59 +0000 UTC,18756,true,slam-9010-controller
1393,687194112000,0,0,2023-03-27 13:00:10 +0000 UTC,10890,true,slam-9010-controller
1399,625393664000,0,0,2023-03-27 12:58:35 +0000 UTC,17401,true,slam-9010-controller
1397,642211840000,0,0,2023-03-27 12:58:52 +0000 UTC,16609,true,slam-9010-controller
1397,695255040000,0,0,2023-03-27 13:00:21 +0000 UTC,10726,true,slam-9010-controller
