CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1197,568987648000,0,0,2023-03-27 12:52:03 +0000 UTC,18222,true,slam-9008-k8s-as1
1206,579162112000,0,0,2023-03-27 12:52:15 +0000 UTC,12138,true,slam-9008-k8s-as1
1194,588963840000,0,0,2023-03-27 12:52:28 +0000 UTC,12491,true,slam-9008-k8s-as1
1197,612581376000,0,0,2023-03-27 12:53:28 +0000 UTC,11358,true,slam-9008-k8s-as1
1202,619868160000,0,0,2023-03-27 12:53:42 +0000 UTC,14636,true,slam-9008-k8s-as1
1199,541507584000,0,0,2023-03-27 12:51:45 +0000 UTC,4980,true,slam-9008-k8s-as1
1205,593285120000,0,0,2023-03-27 12:52:40 +0000 UTC,12806,true,slam-9008-k8s-as1
1196,600940544000,0,0,2023-03-27 12:52:59 +0000 UTC,18571,true,slam-9008-k8s-as1
1203,606515200000,0,0,2023-03-27 12:53:16 +0000 UTC,17224,true,slam-9008-k8s-as1
0,0,0,0,Task has been ended,0,false,
