CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
998,600662016000,0,0,2023-03-27 12:47:49 +0000 UTC,11059,true,slam-9006-k8s-as1
1000,609206272000,0,0,2023-03-27 12:48:16 +0000 UTC,10318,true,slam-9006-k8s-as1
998,617115648000,0,0,2023-03-27 12:48:36 +0000 UTC,19634,true,slam-9006-k8s-as1
0,0,0,0,Task has been ended,0,false,
996,578265088000,0,0,2023-03-27 12:46:40 +0000 UTC,16254,true,slam-9006-k8s-as1
996,596164608000,0,0,2023-03-27 12:47:27 +0000 UTC,18148,true,slam-9006-k8s-as1
1001,557301760000,0,0,2023-03-27 12:46:09 +0000 UTC,15479,true,slam-9006-k8s-as1
0,0,0,0,Pod Not Found,0,false,
1013,539631616000,0,0,2023-03-27 12:45:53 +0000 UTC,3447,true,slam-9006-k8s-as1
999,568750080000,0,0,2023-03-27 12:46:24 +0000 UTC,15211,true,slam-9006-k8s-as1
1000,586027008000,0,0,2023-03-27 12:46:52 +0000 UTC,11783,true,slam-9006-k8s-as1
1003,592965632000,0,0,2023-03-27 12:47:09 +0000 UTC,16751,true,slam-9006-k8s-as1
999,599027712000,0,0,2023-03-27 12:47:38 +0000 UTC,10698,true,slam-9006-k8s-as1
1001,605782016000,0,0,2023-03-27 12:48:06 +0000 UTC,17010,true,slam-9006-k8s-as1
