CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1295,693637120000,0,0,2023-03-27 12:57:46 +0000 UTC,15245,true,slam-9009-controller
0,0,0,0,Task has been ended,0,false,
1295,617312256000,0,0,2023-03-27 12:55:43 +0000 UTC,13518,true,slam-9009-controller
1301,630222848000,0,0,2023-03-27 12:55:55 +0000 UTC,11722,true,slam-9009-controller
1295,648159232000,0,0,2023-03-27 12:56:13 +0000 UTC,18757,true,slam-9009-controller
1298,664051712000,0,0,2023-03-27 12:56:43 +0000 UTC,16655,true,slam-9009-controller
1301,673079296000,0,0,2023-03-27 12:57:03 +0000 UTC,19986,true,slam-9009-controller
0,0,0,0,Pod Not Found,0,false,
1087,589160448000,0,0,2023-03-27 12:55:29 +0000 UTC,9574,true,slam-9009-controller
1299,657399808000,0,0,2023-03-27 12:56:27 +0000 UTC,13183,true,slam-9009-controller
1296,676982784000,0,0,2023-03-27 12:57:16 +0000 UTC,12885,true,slam-9009-controller
1292,684531712000,0,0,2023-03-27 12:57:31 +0000 UTC,15036,true,slam-9009-controller
