CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1005,668975104000,0,0,2023-03-27 12:47:55 +0000 UTC,10221,true,slam-9006-controller
997,690733056000,0,0,2023-03-27 12:48:47 +0000 UTC,16877,true,slam-9006-controller
1012,598016000000,0,0,2023-03-27 12:46:02 +0000 UTC,1659,true,slam-9006-controller
998,613343232000,0,0,2023-03-27 12:46:12 +0000 UTC,10121,true,slam-9006-controller
1000,631828480000,0,0,2023-03-27 12:46:31 +0000 UTC,19801,true,slam-9006-controller
996,593711104000,0,0,2023-03-27 12:46:00 +0000 UTC,10014,true,slam-9006-controller
0,0,0,0,Task has been ended,0,false,
994,638709760000,0,0,2023-03-27 12:46:42 +0000 UTC,10821,true,slam-9006-controller
997,662491136000,0,0,2023-03-27 12:47:32 +0000 UTC,19067,true,slam-9006-controller
1000,667136000000,0,0,2023-03-27 12:47:45 +0000 UTC,13320,true,slam-9006-controller
994,675479552000,0,0,2023-03-27 12:48:15 +0000 UTC,19170,true,slam-9006-controller
1000,682995712000,0,0,2023-03-27 12:48:30 +0000 UTC,15383,true,slam-9006-controller
0,0,0,0,Pod Not Found,0,false,
1003,650293248000,0,0,2023-03-27 12:47:01 +0000 UTC,19178,true,slam-9006-controller
993,657510400000,0,0,2023-03-27 12:47:13 +0000 UTC,11405,true,slam-9006-controller
