CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1218,548106240000,0,0,2023-03-27 12:54:10 +0000 UTC,9916,true,slam-9009-k8s-as1
1304,583979008000,0,0,2023-03-27 12:54:42 +0000 UTC,13837,true,slam-9009-k8s-as1
1295,594386944000,0,0,2023-03-27 12:54:56 +0000 UTC,13465,true,slam-9009-k8s-as1
1300,614526976000,0,0,2023-03-27 12:55:38 +0000 UTC,13323,true,slam-9009-k8s-as1
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1298,573042688000,0,0,2023-03-27 12:54:28 +0000 UTC,18679,true,slam-9009-k8s-as1
1302,599539712000,0,0,2023-03-27 12:55:10 +0000 UTC,14475,true,slam-9009-k8s-as1
1297,603738112000,0,0,2023-03-27 12:55:25 +0000 UTC,14324,true,slam-9009-k8s-as1
1298,624582656000,0,0,2023-03-27 12:55:54 +0000 UTC,16067,true,slam-9009-k8s-as1
