CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1574,611196928000,0,0,2023-03-27 13:05:48 +0000 UTC,10241,true,slam-9013-controller
1701,632774656000,0,0,2023-03-27 13:06:03 +0000 UTC,14877,true,slam-9013-controller
1699,661716992000,0,0,2023-03-27 13:06:33 +0000 UTC,15365,true,slam-9013-controller
1693,668041216000,0,0,2023-03-27 13:06:47 +0000 UTC,14263,true,slam-9013-controller
1705,675127296000,0,0,2023-03-27 13:06:59 +0000 UTC,12227,true,slam-9013-controller
1699,688627712000,0,0,2023-03-27 13:07:18 +0000 UTC,19043,true,slam-9013-controller
1695,696713216000,0,0,2023-03-27 13:07:29 +0000 UTC,10379,true,slam-9013-controller
0,0,0,0,Task has been ended,0,false,
718,354770944000,0,0,2023-03-27 13:05:38 +0000 UTC,8385,true,slam-9013-controller
1695,648224768000,0,0,2023-03-27 13:06:17 +0000 UTC,14073,true,slam-9013-controller
