CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1395,667676672000,0,0,2023-03-29 12:26:51 +0000 UTC,10738,true,slam-20004-controller
1401,648994816000,0,0,2023-03-29 12:26:28 +0000 UTC,11058,true,slam-20004-controller
1050,589004800000,0,0,2023-03-29 12:26:00 +0000 UTC,9997,true,slam-20004-controller
1407,602456064000,0,0,2023-03-29 12:26:02 +0000 UTC,2031,true,slam-20004-controller
1393,632266752000,0,0,2023-03-29 12:26:17 +0000 UTC,15159,true,slam-20004-controller
1401,659513344000,0,0,2023-03-29 12:26:40 +0000 UTC,11769,true,slam-20004-controller
1396,676925440000,0,0,2023-03-29 12:27:05 +0000 UTC,14294,true,slam-20004-controller
1396,687853568000,0,0,2023-03-29 12:27:15 +0000 UTC,10338,true,slam-20004-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
