CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1672,651620352000,0,0,2023-03-29 14:31:30 +0000 UTC,17027,true,slam-20199-controller
1687,668307456000,0,0,2023-03-29 14:32:32 +0000 UTC,13835,true,slam-20199-controller
1674,672264192000,0,0,2023-03-29 14:32:45 +0000 UTC,13177,true,slam-20199-controller
1670,680415232000,0,0,2023-03-29 14:33:03 +0000 UTC,17625,true,slam-20199-controller
448,251187200000,0,0,2023-03-29 14:30:10 +0000 UTC,10011,true,slam-20199-controller
1687,664633344000,0,0,2023-03-29 14:32:18 +0000 UTC,18595,true,slam-20199-controller
1674,659578880000,0,0,2023-03-29 14:31:59 +0000 UTC,15698,true,slam-20199-controller
1677,685318144000,0,0,2023-03-29 14:33:19 +0000 UTC,16004,true,slam-20199-controller
0,0,0,0,Pod Not Found,0,false,
997,389419008000,0,0,2023-03-29 14:30:13 +0000 UTC,3418,true,slam-20199-controller
1594,612036608000,0,0,2023-03-29 14:30:31 +0000 UTC,18114,true,slam-20199-controller
1680,635113472000,0,0,2023-03-29 14:31:02 +0000 UTC,13535,true,slam-20199-controller
1665,642674688000,0,0,2023-03-29 14:31:13 +0000 UTC,10890,true,slam-20199-controller
1679,656306176000,0,0,2023-03-29 14:31:44 +0000 UTC,13465,true,slam-20199-controller
1687,626188288000,0,0,2023-03-29 14:30:49 +0000 UTC,17452,true,slam-20199-controller
0,0,0,0,Task has been ended,0,false,
