CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1184,619024384000,0,0,2023-03-29 14:03:15 +0000 UTC,16196,true,slam-20113-controller
1184,628539392000,0,0,2023-03-29 14:03:31 +0000 UTC,15936,true,slam-20113-controller
1186,623693824000,0,0,2023-03-29 14:04:47 +0000 UTC,16351,true,slam-20113-controller
1186,631521280000,0,0,2023-03-29 14:05:20 +0000 UTC,17158,true,slam-20113-controller
1184,638181376000,0,0,2023-03-29 14:06:11 +0000 UTC,14669,true,slam-20113-controller
1194,640753664000,0,0,2023-03-29 14:06:22 +0000 UTC,11258,true,slam-20113-controller
1190,644284416000,0,0,2023-03-29 14:06:34 +0000 UTC,11289,true,slam-20113-controller
618,287281152000,0,0,2023-03-29 14:02:29 +0000 UTC,9466,true,slam-20113-controller
1193,650711040000,0,0,2023-03-29 14:06:49 +0000 UTC,15734,true,slam-20113-controller
1185,626872320000,0,0,2023-03-29 14:05:03 +0000 UTC,16102,true,slam-20113-controller
1186,636395520000,0,0,2023-03-29 14:05:56 +0000 UTC,19332,true,slam-20113-controller
1187,653438976000,0,0,2023-03-29 14:07:05 +0000 UTC,15243,true,slam-20113-controller
1184,633794560000,0,0,2023-03-29 14:03:42 +0000 UTC,11367,true,slam-20113-controller
1072,589967360000,0,0,2023-03-29 14:02:41 +0000 UTC,11468,true,slam-20113-controller
1177,646709248000,0,0,2023-03-29 14:04:11 +0000 UTC,10568,true,slam-20113-controller
1190,633819136000,0,0,2023-03-29 14:05:37 +0000 UTC,16927,true,slam-20113-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
1190,642359296000,0,0,2023-03-29 14:04:01 +0000 UTC,18309,true,slam-20113-controller
1185,652722176000,0,0,2023-03-29 14:04:30 +0000 UTC,19340,true,slam-20113-controller
1155,609918976000,0,0,2023-03-29 14:02:59 +0000 UTC,17941,true,slam-20113-controller
