CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
1751,619888640000,0,0,2023-03-29 14:35:16 +0000 UTC,19635,true,slam-20214-controller
1791,632496128000,0,0,2023-03-29 14:35:33 +0000 UTC,16859,true,slam-20214-controller
1780,677687296000,0,0,2023-03-29 14:37:18 +0000 UTC,15514,true,slam-20214-controller
1790,685559808000,0,0,2023-03-29 14:37:36 +0000 UTC,17877,true,slam-20214-controller
1286,589676544000,0,0,2023-03-29 14:34:56 +0000 UTC,10476,true,slam-20214-controller
1775,643473408000,0,0,2023-03-29 14:35:47 +0000 UTC,14457,true,slam-20214-controller
1778,653873152000,0,0,2023-03-29 14:36:06 +0000 UTC,19510,true,slam-20214-controller
1777,666775552000,0,0,2023-03-29 14:36:47 +0000 UTC,13711,true,slam-20214-controller
1784,670740480000,0,0,2023-03-29 14:37:02 +0000 UTC,15792,true,slam-20214-controller
0,0,0,0,Task has been ended,0,false,
1762,660316160000,0,0,2023-03-29 14:36:21 +0000 UTC,15021,true,slam-20214-controller
537,198459392000,0,0,2023-03-29 14:34:46 +0000 UTC,5666,true,slam-20214-controller
1780,663560192000,0,0,2023-03-29 14:36:33 +0000 UTC,11325,true,slam-20214-controller
