CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1888,672354304000,0,0,2023-03-29 14:41:17 +0000 UTC,19075,true,slam-20225-controller
1886,647921664000,0,0,2023-03-29 14:41:35 +0000 UTC,17980,true,slam-20225-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
507,173015040000,0,0,2023-03-29 14:39:05 +0000 UTC,4972,true,slam-20225-controller
1883,627122176000,0,0,2023-03-29 14:39:42 +0000 UTC,17355,true,slam-20225-controller
1877,652447744000,0,0,2023-03-29 14:40:21 +0000 UTC,19096,true,slam-20225-controller
1879,665817088000,0,0,2023-03-29 14:40:58 +0000 UTC,11321,true,slam-20225-controller
1569,609882112000,0,0,2023-03-29 14:39:24 +0000 UTC,19551,true,slam-20225-controller
1887,642088960000,0,0,2023-03-29 14:40:02 +0000 UTC,19868,true,slam-20225-controller
1883,657924096000,0,0,2023-03-29 14:40:34 +0000 UTC,13783,true,slam-20225-controller
1868,662757376000,0,0,2023-03-29 14:40:47 +0000 UTC,12497,true,slam-20225-controller
