CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
2268,622096384000,0,0,2023-03-29 14:54:36 +0000 UTC,15111,true,slam-20277-controller
2290,655654912000,0,0,2023-03-29 14:55:15 +0000 UTC,11331,true,slam-20277-controller
2293,677740544000,0,0,2023-03-29 14:56:02 +0000 UTC,14207,true,slam-20277-controller
2273,686755840000,0,0,2023-03-29 14:56:17 +0000 UTC,15350,true,slam-20277-controller
0,0,0,0,Task has been ended,0,false,
2271,669519872000,0,0,2023-03-29 14:55:48 +0000 UTC,13393,true,slam-20277-controller
0,0,0,0,Pod Not Found,0,false,
1286,587440128000,0,0,2023-03-29 14:54:20 +0000 UTC,10024,true,slam-20277-controller
2144,593190912000,0,0,2023-03-29 14:54:21 +0000 UTC,1486,true,slam-20277-controller
2270,631943168000,0,0,2023-03-29 14:54:47 +0000 UTC,10375,true,slam-20277-controller
2289,648855552000,0,0,2023-03-29 14:55:04 +0000 UTC,16979,true,slam-20277-controller
2279,665849856000,0,0,2023-03-29 14:55:34 +0000 UTC,19049,true,slam-20277-controller
