CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
997,327544832000,0,0,2023-03-29 14:57:41 +0000 UTC,915,true,slam-20287-controller
2394,627372032000,0,0,2023-03-29 14:58:04 +0000 UTC,13586,true,slam-20287-controller
2392,651939840000,0,0,2023-03-29 14:58:28 +0000 UTC,13444,true,slam-20287-controller
2370,667439104000,0,0,2023-03-29 14:59:01 +0000 UTC,19744,true,slam-20287-controller
0,0,0,0,Task has been ended,0,false,
0,0,0,0,Pod Not Found,0,false,
495,287174656000,0,0,2023-03-29 14:57:40 +0000 UTC,10010,true,slam-20287-controller
2367,659460096000,0,0,2023-03-29 14:58:41 +0000 UTC,12566,true,slam-20287-controller
2389,675594240000,0,0,2023-03-29 14:59:16 +0000 UTC,15665,true,slam-20287-controller
1970,609087488000,0,0,2023-03-29 14:57:51 +0000 UTC,10130,true,slam-20287-controller
2393,638361600000,0,0,2023-03-29 14:58:15 +0000 UTC,10483,true,slam-20287-controller
