CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1082,655532032000,0,0,2023-03-29 13:58:16 +0000 UTC,18763,true,slam-20089-controller
1087,617320448000,0,0,2023-03-29 13:56:26 +0000 UTC,13302,true,slam-20089-controller
1080,624386048000,0,0,2023-03-29 13:56:40 +0000 UTC,14508,true,slam-20089-controller
1087,641175552000,0,0,2023-03-29 13:57:21 +0000 UTC,10892,true,slam-20089-controller
1090,651771904000,0,0,2023-03-29 13:57:58 +0000 UTC,18245,true,slam-20089-controller
1087,632901632000,0,0,2023-03-29 13:59:29 +0000 UTC,13201,true,slam-20089-controller
0,1601536000,0,0,2023-03-29 13:55:27 +0000 UTC,6879,true,slam-20089-controller
803,584855552000,0,0,2023-03-29 13:55:45 +0000 UTC,18183,true,slam-20089-controller
1089,610332672000,0,0,2023-03-29 13:56:12 +0000 UTC,13903,true,slam-20089-controller
1087,626937856000,0,0,2023-03-29 13:58:47 +0000 UTC,19972,true,slam-20089-controller
1091,656773120000,0,0,2023-03-29 13:58:27 +0000 UTC,10240,true,slam-20089-controller
1092,630902784000,0,0,2023-03-29 13:59:16 +0000 UTC,17357,true,slam-20089-controller
1087,638279680000,0,0,2023-03-29 13:59:57 +0000 UTC,11710,true,slam-20089-controller
1089,641916928000,0,0,2023-03-29 14:00:12 +0000 UTC,14676,true,slam-20089-controller
1051,601948160000,0,0,2023-03-29 13:55:58 +0000 UTC,13570,true,slam-20089-controller
1080,632139776000,0,0,2023-03-29 13:56:57 +0000 UTC,17064,true,slam-20089-controller
1097,636456960000,0,0,2023-03-29 13:57:10 +0000 UTC,12923,true,slam-20089-controller
1087,647798784000,0,0,2023-03-29 13:57:39 +0000 UTC,18343,true,slam-20089-controller
1086,648474624000,0,0,2023-03-29 14:00:29 +0000 UTC,16889,true,slam-20089-controller
1081,650678272000,0,0,2023-03-29 14:00:43 +0000 UTC,14687,true,slam-20089-controller
0,0,0,0,Task has been ended,0,false,
1088,628621312000,0,0,2023-03-29 13:58:59 +0000 UTC,12278,true,slam-20089-controller
1092,636362752000,0,0,2023-03-29 13:59:45 +0000 UTC,15905,true,slam-20089-controller
