CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
0,0,0,0,Pod Not Found,0,false,
2243,609136640000,0,0,2023-03-29 16:20:28 +0000 UTC,7865,true,slam-20501-controller
4180,653193216000,0,0,2023-03-29 16:20:43 +0000 UTC,15215,true,slam-20501-controller
4169,674459648000,0,0,2023-03-29 16:20:59 +0000 UTC,15696,true,slam-20501-controller
0,0,0,0,Task has been ended,0,false,
