CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
991,636121088000,0,0,2023-03-29 13:52:25 +0000 UTC,13633,true,slam-20073-controller
985,650727424000,0,0,2023-03-29 13:53:42 +0000 UTC,10571,true,slam-20073-controller
983,614543360000,0,0,2023-03-29 13:48:52 +0000 UTC,16217,true,slam-20073-controller
992,622247936000,0,0,2023-03-29 13:49:08 +0000 UTC,16922,true,slam-20073-controller
992,632487936000,0,0,2023-03-29 13:49:36 +0000 UTC,12309,true,slam-20073-controller
990,628727808000,0,0,2023-03-29 13:51:32 +0000 UTC,18323,true,slam-20073-controller
993,633643008000,0,0,2023-03-29 13:52:11 +0000 UTC,13663,true,slam-20073-controller
986,638345216000,0,0,2023-03-29 13:52:41 +0000 UTC,16376,true,slam-20073-controller
988,641179648000,0,0,2023-03-29 13:52:58 +0000 UTC,16922,true,slam-20073-controller
983,647192576000,0,0,2023-03-29 13:53:18 +0000 UTC,19764,true,slam-20073-controller
939,590647296000,0,0,2023-03-29 13:48:20 +0000 UTC,13649,true,slam-20073-controller
972,605790208000,0,0,2023-03-29 13:48:35 +0000 UTC,15271,true,slam-20073-controller
986,651816960000,0,0,2023-03-29 13:50:39 +0000 UTC,16211,true,slam-20073-controller
992,648609792000,0,0,2023-03-29 13:53:31 +0000 UTC,13292,true,slam-20073-controller
990,653266944000,0,0,2023-03-29 13:53:59 +0000 UTC,17813,true,slam-20073-controller
993,647933952000,0,0,2023-03-29 13:50:23 +0000 UTC,19326,true,slam-20073-controller
987,657076224000,0,0,2023-03-29 13:51:14 +0000 UTC,18167,true,slam-20073-controller
993,630329344000,0,0,2023-03-29 13:51:46 +0000 UTC,13535,true,slam-20073-controller
984,632016896000,0,0,2023-03-29 13:51:57 +0000 UTC,11487,true,slam-20073-controller
0,0,0,0,Task has been ended,0,false,
0,1642496000,0,0,2023-03-29 13:48:00 +0000 UTC,9994,true,slam-20073-controller
948,279851008000,0,0,2023-03-29 13:48:06 +0000 UTC,6558,true,slam-20073-controller
987,641372160000,0,0,2023-03-29 13:50:04 +0000 UTC,17319,true,slam-20073-controller
985,628809728000,0,0,2023-03-29 13:49:24 +0000 UTC,15236,true,slam-20073-controller
987,636424192000,0,0,2023-03-29 13:49:46 +0000 UTC,10188,true,slam-20073-controller
990,653410304000,0,0,2023-03-29 13:50:56 +0000 UTC,16799,true,slam-20073-controller
