CPU,Memory,Storage,StorageEphemeral,CollectedTime,Window,Available,PodName
1486,672387072000,0,0,2023-03-29 14:22:56 +0000 UTC,14002,true,slam-20171-controller
1486,635670528000,0,0,2023-03-29 14:21:06 +0000 UTC,16798,true,slam-20171-controller
1470,643465216000,0,0,2023-03-29 14:21:18 +0000 UTC,12021,true,slam-20171-controller
1477,657006592000,0,0,2023-03-29 14:21:50 +0000 UTC,13786,true,slam-20171-controller
1487,660484096000,0,0,2023-03-29 14:22:05 +0000 UTC,15152,true,slam-20171-controller
0,0,0,0,Pod Not Found,0,false,
1452,612196352000,0,0,2023-03-29 14:20:30 +0000 UTC,19368,true,slam-20171-controller
1476,670023680000,0,0,2023-03-29 14:22:42 +0000 UTC,13169,true,slam-20171-controller
1494,667463680000,0,0,2023-03-29 14:22:29 +0000 UTC,12918,true,slam-20171-controller
1483,676659200000,0,0,2023-03-29 14:23:11 +0000 UTC,15667,true,slam-20171-controller
1485,648847360000,0,0,2023-03-29 14:23:24 +0000 UTC,12666,true,slam-20171-controller
1481,653885440000,0,0,2023-03-29 14:23:43 +0000 UTC,19350,true,slam-20171-controller
1295,577130496000,0,0,2023-03-29 14:20:10 +0000 UTC,525,true,slam-20171-controller
1470,626544640000,0,0,2023-03-29 14:20:50 +0000 UTC,19830,true,slam-20171-controller
1469,650407936000,0,0,2023-03-29 14:21:36 +0000 UTC,17400,true,slam-20171-controller
1467,663277568000,0,0,2023-03-29 14:22:16 +0000 UTC,10900,true,slam-20171-controller
0,0,0,0,Task has been ended,0,false,
