1779 5 47 11 1766
117 8 107 18 66
74 6 52 10 61
85 7 43 17 65
85 8 45 18 63
79 5 46 16 59
84 6 45 17 63
84 7 49 17 65
81 6 45 17 61
123 54 68 60 46
81 6 48 16 62
84 8 46 18 64
83 7 48 17 63
82 6 43 17 62
86 9 44 18 66
84 6 55 18 63
85 7 45 16 66
101 7 50 17 81
89 7 45 17 68
85 6 48 17 65
87 6 47 18 66
82 6 48 16 63
88 7 46 17 68
104 8 47 17 84
81 6 44 15 62
85 34 44 17 65
85 6 45 16 66
81 8 45 16 62
84 6 45 17 63
83 7 51 17 64
152 102 48 70 50
83 7 44 10 70
86 7 56 18 65
86 7 47 17 67
82 7 46 16 63
85 6 44 17 65
81 5 46 16 62
84 6 45 17 64
79 5 46 15 60
87 6 47 17 65
80 8 47 14 63
85 8 48 17 65
86 6 47 18 66
85 7 48 17 65
86 5 48 18 65
87 7 49 18 65
84 7 47 18 63
90 7 47 18 67
146 37 108 32 57
80 4 45 11 66
80 7 47 21 57
86 7 45 19 64
82 8 45 19 60
87 8 47 19 65
79 8 46 19 58
82 8 47 18 61
87 10 49 19 64
107 54 51 19 65
55 5 44 10 42
84 6 60 17 64
87 7 50 19 65
79 6 45 15 61
83 8 48 18 63
84 8 46 18 64
80 5 45 16 62
88 7 45 19 66
121 13 104 22 61
88 6 46 15 70
85 7 47 19 64
88 7 45 18 66
80 6 44 16 61
82 7 42 17 61
88 6 44 18 67
88 5 43 19 67
86 6 42 18 65
83 6 43 18 63
83 6 43 17 63
85 7 45 18 65
87 7 47 18 66
103 6 44 18 82
87 8 44 17 67
84 7 42 17 64
85 6 42 18 65
87 8 41 19 65
89 6 41 18 68
116 7 43 18 96
85 7 42 18 64
189 103 46 118 68
87 7 44 18 67
88 7 44 18 67
80 5 47 15 62
83 7 45 18 62
56 6 43 16 37
57 4 51 10 37
79 6 47 10 66
83 6 46 17 63
74 5 44 15 56
84 5 46 17 64
84 8 46 16 64
82 7 44 16 64
77 6 46 12 62
87 7 47 18 67
87 8 45 18 66
85 6 48 18 64
86 8 46 18 64
86 7 47 19 65
88 9 46 19 66
83 7 48 17 63
147 76 66 67 77
85 5 45 17 65
87 8 46 18 66
81 6 48 15 63
86 7 49 18 65
85 7 46 18 64
82 6 47 42 38
54 4 49 9 37
57 5 50 9 39
71 5 48 9 60
79 7 47 11 65
82 5 46 16 64
86 7 45 17 65
84 37 42 17 65
85 6 43 17 64
84 4 48 16 64
83 5 50 16 64
85 7 44 17 64
86 6 45 17 66
85 6 44 17 65
128 42 71 44 72
81 8 44 15 63
83 8 46 16 65
82 6 46 17 63
84 7 46 17 64
83 8 49 16 64
80 8 51 16 62
76 5 49 34 39
68 4 47 10 55
86 7 47 17 66
82 6 48 16 62
79 5 51 15 61
81 8 49 36 43
85 7 51 17 64
85 5 54 17 66
109 7 52 17 90
83 7 56 17 64
84 5 51 17 64
97 6 48 29 64
83 8 49 17 64
147 49 97 28 86
83 7 56 17 63
77 6 62 14 60
76 5 51 11 62
75 6 59 11 62
83 9 53 16 64
83 6 52 15 66
83 5 63 14 66
81 6 62 15 63
83 5 52 15 65
84 8 51 17 64
83 6 49 16 64
81 7 50 15 64
77 7 48 12 61
80 7 50 15 63
85 8 47 17 66
85 5 43 16 67
88 7 42 17 68
85 5 49 17 65
84 6 40 17 64
151 90 59 57 50
89 5 49 12 72
81 11 54 15 64
80 5 44 15 63
85 5 44 17 65
85 7 44 17 66
87 5 47 17 67
82 5 54 16 64
85 8 48 17 66
83 5 49 16 65
83 6 44 17 64
84 6 44 17 65
86 8 43 17 66
79 8 46 15 61
79 7 51 15 61
81 8 45 16 63
84 5 45 16 65
86 6 46 16 67
85 6 47 17 66
82 7 49 17 63
84 6 43 17 65
151 95 54 53 51
61 6 43 10 48
82 6 44 17 63
84 7 45 17 64
88 9 46 19 67
84 8 48 17 65
86 8 46 17 66
76 6 46 12 62
81 5 46 15 62
79 9 45 15 61
75 7 44 12 60
86 7 50 18 65
82 7 40 16 64
85 6 48 17 65
81 6 44 14 64
84 7 43 16 65
89 7 46 17 69
104 6 45 18 84
82 6 44 16 63
81 5 43 16 62
148 42 104 52 36
61 7 45 9 49
105 7 46 15 87
85 6 45 17 65
86 7 57 18 65
83 5 54 16 63
85 5 45 16 66
85 6 46 17 65
82 8 51 16 64
84 5 47 17 64
79 7 48 17 60
82 5 46 15 64
84 6 47 17 65
86 6 47 17 65
84 4 60 16 64
83 8 54 18 62
88 6 49 19 68
86 7 44 18 65
74 4 44 10 61
87 8 48 17 67
142 39 101 24 62
87 8 53 14 70
84 6 48 17 64
84 6 44 17 64
81 6 47 16 63
85 8 43 17 64
84 5 48 16 64
87 7 45 17 66
71 4 47 13 55
82 5 61 16 63
84 8 47 16 65
81 7 45 16 62
79 6 47 13 63
83 7 50 16 63
85 6 47 18 65
85 6 48 17 64
84 6 47 17 65
85 7 48 18 64
80 9 56 16 61
88 8 56 19 67
85 35 48 17 65
146 48 96 39 57
89 9 47 17 70
83 6 48 17 63
86 5 45 17 66
83 7 45 17 64
87 5 45 17 67
71 6 51 14 55
83 8 46 16 64
83 8 42 16 64
84 4 43 16 66
87 5 44 17 67
84 6 45 16 65
82 6 49 16 64
83 5 46 22 64
84 5 45 17 65
84 8 43 18 63
87 7 48 18 66
85 6 46 18 65
109 7 51 18 89
77 5 45 13 62
85 6 46 18 65
149 48 93 81 64
85 8 47 15 67
98 6 46 15 80
84 7 49 17 64
80 7 46 15 63
84 7 46 17 65
84 6 48 17 64
83 6 49 16 65
86 7 57 17 66
86 6 51 17 66
84 6 63 17 65
86 6 49 18 67
86 7 48 17 66
80 5 49 14 63
82 6 49 17 63
84 5 50 17 65
86 7 52 18 65
84 5 51 17 63
80 6 49 16 62
88 7 52 18 67
86 7 52 18 64
158 74 82 65 36
61 5 48 11 48
82 6 49 17 62
90 8 49 19 69
78 7 50 18 58
81 5 47 17 61
81 6 46 18 61
87 6 48 17 67
73 5 60 16 55
87 7 63 17 67
85 6 74 17 65
85 7 48 17 65
83 6 47 16 65
82 5 48 15 64
84 6 50 17 64
84 7 49 16 65
90 5 48 17 71
80 5 63 17 61
81 5 45 17 62
84 7 49 16 65
87 5 52 17 67
152 68 83 68 67
64 4 49 10 52
87 7 52 18 66
89 5 47 18 68
86 5 54 19 65
86 6 49 18 65
86 8 48 17 66
86 5 45 18 65
80 5 45 15 62
80 6 45 18 60
84 8 46 17 64
85 6 44 17 64
87 7 60 18 65
76 6 44 15 58
76 5 44 11 62
86 6 43 17 66
85 6 44 17 65
84 7 44 16 65
82 8 42 16 63
83 5 43 16 65
79 5 42 16 61
139 18 118 13 36
101 6 44 17 81
86 6 45 17 66
85 5 41 17 65
77 5 44 17 58
85 9 51 16 66
83 6 43 15 64
85 5 58 18 64
89 6 47 18 67
84 5 47 17 64
87 6 45 19 64
82 6 46 17 62
87 9 47 19 65
84 6 45 17 63
87 6 44 18 66
83 7 44 16 64
86 9 44 17 65
85 6 46 18 65
87 6 45 18 66
85 5 46 17 65
81 8 46 15 63
143 18 123 15 46
91 9 45 14 73
87 6 52 18 66
110 8 43 17 64
89 7 47 16 70
85 5 44 18 64
86 5 44 17 66
84 7 42 17 64
88 6 43 17 68
85 6 47 18 65
88 7 45 18 68
84 7 42 18 63
85 6 52 22 65
83 6 46 17 62
85 7 46 18 64
85 5 49 17 65
86 8 42 18 65
87 7 45 17 67
88 8 44 18 67
88 5 51 17 68
87 7 44 18 66
86 5 43 18 65
125 7 118 10 61
97 7 43 16 78
87 6 52 18 66
80 7 44 15 61
83 5 52 17 63
87 5 46 18 66
86 6 44 18 66
88 7 43 18 67
94 7 43 17 74
85 6 42 17 66
88 6 53 18 67
85 6 46 17 64
87 9 43 19 65
86 5 40 18 66
85 6 46 18 64
84 7 59 17 64
87 9 44 17 66
80 6 44 16 62
87 5 46 18 65
81 5 47 15 63
79 5 46 17 59
77 5 51 16 58
85 8 50 16 65
196 120 42 124 69
86 7 44 17 66
86 8 44 18 65
86 6 43 18 66
88 7 42 17 66
84 7 43 17 64
76 6 50 13 61
86 5 41 17 65
88 5 41 18 67
85 6 47 17 65
87 5 45 17 67
87 7 43 18 67
92 6 43 19 70
87 7 42 18 66
89 7 41 17 68
86 5 44 18 66
88 5 41 19 68
87 5 41 18 66
84 5 43 16 65
86 7 44 17 66
85 5 43 17 64
86 6 44 18 65
138 12 124 17 38
79 5 43 14 61
84 7 52 17 63
83 7 49 18 62
86 6 44 18 65
84 6 44 17 65
89 8 58 18 68
86 7 45 18 65
90 7 45 19 68
86 6 46 19 64
86 8 43 18 64
84 6 47 18 64
86 11 58 18 66
89 7 53 19 68
84 6 45 17 64
88 7 43 19 66
79 7 44 14 62
84 7 45 18 63
87 7 44 19 65
50 5 41 10 37
66 5 50 26 37
55 4 40 13 39
141 26 112 16 38
183 4 43 141 40
52 6 45 12 35
53 5 44 12 38
133 8 44 91 40
54 8 45 11 38
225 5 45 184 39
51 4 43 11 37
51 4 45 11 37
53 5 46 11 36
54 8 45 10 36
52 4 46 10 39
52 5 45 10 36
52 6 45 10 37
52 4 46 10 36
56 6 48 11 37
57 5 48 12 37
54 5 47 11 38
57 5 48 11 36
55 5 48 11 39
