1358 18 29 19 1335
97 34 62 33 50
66 18 37 19 44
61 17 26 18 40
61 18 26 18 40
59 17 40 18 38
60 18 26 18 39
76 23 33 29 44
59 17 37 18 39
56 17 26 16 38
58 17 34 18 38
75 16 58 17 38
67 17 25 19 46
59 17 26 17 39
72 29 25 29 41
59 17 26 17 39
59 17 25 17 40
67 17 50 18 40
64 17 25 18 44
59 17 32 17 40
69 17 51 17 39
76 25 25 25 49
55 21 25 14 39
80 16 49 30 47
79 16 62 16 39
69 26 25 17 49
82 26 25 32 47
58 16 31 16 39
84 26 56 23 40
64 17 25 17 44
58 16 25 16 39
55 16 25 16 37
56 16 26 16 37
58 16 41 16 39
57 16 25 16 39
57 16 29 16 39
84 29 26 34 48
60 16 26 17 40
58 16 32 16 39
59 16 28 17 39
57 16 26 17 38
58 16 38 17 38
58 16 26 17 38
57 29 26 10 35
73 27 42 24 46
56 16 26 17 38
58 30 26 15 37
75 17 57 18 40
66 16 26 18 46
57 23 27 16 39
65 17 47 18 39
87 35 27 35 49
64 20 27 21 40
64 20 27 21 41
69 21 27 21 41
69 21 26 23 43
156 128 27 23 38
78 33 26 35 40
62 17 26 18 41
56 20 26 17 36
55 17 26 17 36
55 17 26 17 36
55 18 30 17 36
56 18 26 18 36
65 35 26 26 36
61 18 42 18 36
72 18 26 18 51
59 27 31 14 40
62 18 43 18 36
57 18 27 18 37
67 39 26 17 36
72 17 53 18 36
58 14 27 19 37
73 34 26 16 55
61 17 43 17 36
55 17 26 17 36
67 40 26 14 36
74 25 28 24 47
57 17 26 17 37
57 16 26 17 37
73 17 55 16 37
67 17 25 20 45
55 16 31 17 36
54 17 25 17 35
54 17 25 17 35
73 27 29 33 38
55 17 26 17 36
54 22 25 16 35
55 17 28 17 35
55 16 26 17 35
57 17 39 17 35
55 17 31 16 36
60 33 26 15 35
75 32 38 32 40
55 17 26 17 36
60 34 41 17 40
80 17 62 17 38
67 17 27 19 46
54 21 27 16 37
72 17 54 17 38
91 17 72 27 50
61 17 28 17 41
57 17 38 17 37
73 17 27 17 37
68 16 27 18 47
60 17 34 18 39
77 17 59 17 39
86 17 28 17 39
92 31 27 37 52
57 16 27 17 38
58 15 30 17 38
57 16 27 17 38
55 24 27 15 37
74 16 56 16 37
77 16 29 24 50
57 16 27 16 38
66 18 47 19 39
85 16 68 17 39
69 16 30 18 48
55 28 26 12 36
75 16 58 17 40
89 22 66 18 40
70 16 26 18 50
54 16 27 16 36
86 35 26 37 45
58 16 26 16 39
57 21 25 16 38
59 16 26 16 39
55 16 26 16 36
62 17 44 17 38
142 114 27 18 41
70 15 27 18 49
58 16 27 17 38
91 38 27 40 49
59 16 27 17 39
60 17 28 18 39
59 15 27 17 39
58 16 27 17 39
67 17 49 17 39
63 17 27 18 43
60 17 42 17 39
95 17 76 17 39
84 31 52 28 50
88 16 71 18 41
82 17 28 18 43
62 17 28 17 43
73 34 37 16 47
78 16 60 16 37
82 16 64 16 48
55 14 27 16 36
77 37 27 36 38
74 16 49 29 42
66 16 27 16 47
55 15 26 16 36
65 15 48 15 36
89 15 74 15 42
69 15 26 17 50
74 28 26 28 43
66 37 27 16 43
82 13 68 16 40
63 14 36 17 43
70 33 36 14 37
77 16 60 17 45
80 15 63 17 44
65 15 25 17 45
61 16 36 16 43
72 20 38 21 44
53 15 30 15 36
52 27 24 14 36
85 16 68 15 35
58 15 24 16 39
52 26 25 13 36
75 16 58 16 39
96 16 79 18 47
70 14 25 18 49
81 32 25 33 46
