2111 11 64 23 2085
128 10 116 16 67
78 6 57 11 64
88 9 51 19 66
93 9 57 21 68
104 10 45 21 68
89 10 48 17 68
90 8 58 19 68
89 9 45 18 67
80 7 44 16 62
86 10 46 18 65
79 12 49 12 63
93 32 44 20 69
132 9 54 15 87
108 7 47 16 89
88 7 79 15 63
90 9 47 20 67
112 10 98 20 88
113 9 91 20 89
118 12 68 24 90
107 9 61 16 87
108 10 49 18 87
116 9 56 25 87
127 10 107 28 96
104 11 92 13 52
110 62 47 10 38
114 7 75 18 93
110 10 54 28 80
119 6 48 17 99
120 15 46 24 93
120 10 82 26 90
104 9 55 27 76
96 9 56 22 72
113 8 59 20 90
112 11 47 25 84
100 8 48 24 74
109 7 51 25 82
112 8 49 22 76
100 8 89 20 65
95 8 85 12 70
102 5 94 11 82
97 7 48 18 77
104 11 82 19 83
112 11 75 29 82
112 9 61 23 86
140 10 47 25 91
106 9 96 22 78
106 6 50 20 83
99 11 56 23 74
101 11 49 23 75
101 11 73 37 62
100 16 80 21 73
106 6 98 18 69
109 5 101 12 84
149 46 101 16 77
99 6 91 11 44
71 6 56 11 58
121 53 47 26 93
113 12 77 30 80
102 10 76 24 75
98 13 71 23 73
104 8 66 19 82
118 12 57 30 86
113 10 50 21 89
114 9 47 25 86
115 12 101 13 86
93 8 76 16 74
103 10 86 24 78
105 13 75 26 76
113 11 68 23 87
110 10 52 20 87
112 11 47 21 88
126 14 47 28 95
125 10 66 27 95
145 13 55 29 112
120 11 48 31 86
107 11 45 18 85
110 11 80 20 87
116 12 74 23 89
128 9 55 15 111
104 13 48 15 86
129 12 115 14 86
75 10 56 15 58
103 5 46 15 86
115 10 46 22 89
111 12 47 22 86
114 11 63 27 84
112 10 48 21 88
120 31 49 42 76
114 10 51 24 88
104 11 58 25 77
107 7 88 22 83
104 10 45 19 82
120 11 73 30 88
106 6 52 24 78
116 12 52 26 88
117 11 47 23 92
112 12 94 23 87
110 9 91 23 85
112 14 72 26 84
112 13 60 26 84
110 11 52 21 86
110 11 50 22 85
110 12 48 21 86
114 6 104 18 86
110 6 54 20 88
