1310 17 29 19 1288
79 18 59 17 39
74 18 30 20 51
89 33 26 38 49
61 18 26 18 41
60 18 26 18 39
60 18 27 18 40
62 17 27 19 40
60 18 27 18 40
61 17 29 18 40
60 17 26 17 40
59 17 25 17 40
60 17 28 17 40
59 17 26 17 39
60 17 26 17 40
61 17 25 18 40
60 17 25 18 39
61 17 26 17 41
60 17 25 17 40
91 36 26 47 42
60 16 25 17 40
65 17 28 17 46
59 17 25 16 39
58 16 25 16 40
59 16 25 16 41
51 17 25 11 38
87 16 34 37 48
57 16 25 16 38
57 16 25 16 38
58 16 26 17 39
58 16 26 17 39
58 16 25 17 39
57 16 25 16 38
57 16 31 16 38
56 16 26 16 38
85 16 25 35 46
79 20 25 31 45
57 16 26 16 38
57 16 28 16 38
57 16 26 16 38
58 16 26 16 39
57 16 26 16 38
57 17 27 17 38
58 16 26 17 39
57 16 26 17 38
58 17 26 17 38
55 17 26 16 36
59 17 26 17 40
59 17 26 17 39
72 17 27 17 52
59 17 31 21 36
55 17 26 17 35
71 27 26 27 41
61 18 28 18 40
59 18 27 18 39
60 18 28 18 39
73 17 27 18 53
56 19 27 18 36
70 17 26 31 36
59 17 25 17 39
59 17 25 17 39
58 17 26 18 38
59 17 38 18 39
58 18 26 18 38
59 17 26 18 39
61 17 26 18 40
59 18 26 18 39
57 18 29 18 37
121 63 26 66 52
60 17 26 19 39
56 17 26 18 36
59 14 25 18 38
59 17 25 18 38
55 17 25 17 36
58 16 25 17 38
303 276 26 17 39
61 16 28 19 40
59 17 26 18 39
57 17 27 17 37
59 17 26 18 39
56 17 26 17 37
56 16 27 17 37
56 17 26 17 37
58 17 26 17 38
58 17 25 17 38
61 20 26 20 38
59 18 27 18 39
80 17 26 34 44
59 17 26 17 39
60 17 26 18 39
59 17 26 18 39
58 18 25 18 38
59 17 26 18 39
59 17 26 17 39
59 17 26 17 39
61 17 26 17 40
59 16 38 17 40
58 17 27 17 38
58 16 26 17 39
55 16 26 15 37
58 17 27 17 38
59 17 29 17 38
58 17 28 17 38
114 54 27 60 52
59 17 27 18 39
57 17 29 17 37
57 17 27 17 38
58 17 27 17 38
63 17 27 17 43
65 17 26 18 45
59 17 27 17 39
56 17 27 16 37
68 17 27 17 48
58 16 38 17 39
62 17 28 19 40
57 16 28 17 38
57 16 27 16 38
55 16 27 15 38
57 16 35 16 39
57 15 26 16 38
58 16 26 17 39
58 23 26 16 39
